FAXEX,BCACE,DBBAB,AAXFE,BXCEC
-0.8932097174177773,-2.080530195164217,1.5813589499593803,-0.7391971635949517,-0.11592253553729637
-0.2799512526230268,2.575101557117839,0.32975572389278107,0.24851961091307073,0.3249169812042181
-3.8984337671218148,-0.024275221948262926,-1.72819707299512,4.992603276731192,2.3952355009525683
-3.120864077917032,-3.0314718012978528,-0.02197893793836725,2.7559071577581546,1.2162547648855686
-1.0493258729863584,0.9531365746344838,-1.90577908983521,-1.5665123932122023,2.5894350040135006
-1.2215987775827177,0.18088582755311644,1.7573094164874459,3.118164010235326,0.3196277282146771
-2.1461577386551722,-4.322420518381744,0.07320077360742006,1.7715340718083494,0.6207146831871935
0.23486313306712603,-1.5774809722596346,1.224523807131787,3.3527885512379676,1.2923119954475852
-3.115215058186298,-1.0069101773456735,0.3455441720249268,-0.17866655892245675,2.9006319511173677
-3.9760362722951412,1.2078540527044352,0.9467878056568697,0.48935676504463843,0.2463038387863239
-1.1423493145742125,-0.3735799081517186,-1.0315993752078914,-1.0401445321311127,1.077411061630234
-2.9144010256296418,-3.1932292967308538,-1.0009217559057109,2.53829069176442,1.3970101571661413
-0.3010948266038431,-0.9350307753417948,-1.5278452640471645,0.5638652685336245,0.9656851695636687
-2.986835106168969,-0.20690667853500821,1.803563467366197,1.1389965718869353,2.6155676761502225
-1.8005791918324778,0.5729284729359916,-2.448747047945104,-1.095453338514408,-0.006303762600714746
-0.7841145751814135,-1.9139569921819093,1.6134949970006718,2.3420623939163265,1.4745224945070134
-2.9676218360907214,1.854597891609742,-0.5997767051517924,0.8805937376971577,0.7484792593784253
-3.1888387927243103,-0.843461637852774,1.2636792537362138,0.12179670865353853,1.2662394867154325
-0.3693296936652075,-1.2793191687340661,-2.4158245515344534,0.3808604922047083,1.7360510412137338
-1.9756733025262516,-0.7581299958856608,-0.6869467099022787,2.359698751998725,1.3025198238549085
-1.488313130042309,-0.24455962068908588,1.3724897755940766,2.241705082825285,1.1227187720997347
0.23405062926148235,2.9356224572100356,-1.8540692533010967,-0.592402703815069,2.8796949748515246
-2.5042333117820705,0.25364732096805476,-1.4358167702485662,-2.35171436232041,0.9229722524104951
-2.5012364529191498,-0.23885910459785054,1.3996183585340212,1.2934848087138682,1.3466334574677306
-1.5115101327107796,-1.1255017662591194,-2.0275722223398365,1.3688927005486553,1.9401154836802417
-2.1057760834090065,-2.9302893334296947,-0.1033710430209831,0.7729183873934184,0.9366879521492274
-0.0027340114934386595,-3.1421420634335213,3.0717805608985205,2.958299021082906,1.41121172236686
-3.6254637997511447,-0.3734628577543464,-1.1814408237299237,5.478006866502843,2.169053734959718
-1.1779814726992779,1.8880430122929557,-1.2872749744532594,-1.0809708291617297,1.1302150784251523
-2.451924607091764,-2.088924955104753,-1.160503506977503,3.392042728925583,1.6465288763811907
-1.3074149220651128,-1.3780041743352527,0.44524452833658645,1.3960802887731774,2.0945561983931182
-1.042687838745925,3.2617176541118162,-2.490436809512497,-1.1146341787310134,1.9814720759567326
-1.9309787707452897,-0.4931754617331454,-0.1608913408241519,1.083211321365075,2.3551321144712247
-2.125553571675503,0.6983643338434117,-0.43697950881455605,-1.9586273399104475,0.8851718687907956
-1.6644883636907353,2.121416366938134,-2.921922181875265,-1.2855519017037362,1.3979199511175526
-1.4221903269539182,-1.2062854624725554,-1.252578532681242,1.967441051413035,1.3526823526548515
-0.2525703225763676,-2.1416529690680255,2.017034936436419,2.488078291475296,1.3300069702570605
-0.11132969074633614,2.732354775056881,-1.676484842283089,-0.8247637737096216,2.794592946738362
-0.7665114182841002,3.681873208916877,-3.820324077043366,0.024228743866048896,0.038821415136762294
-1.8105737134999997,0.7655052355259171,1.9922413373213936,2.2821987979146874,0.16345013101458106
-2.6666213882232297,0.7226415332642104,-2.741148381632798,3.7651020816154355,2.85040438859122
-0.12836877247454725,3.9959251613808284,-1.4507895951439604,-0.43573713990723295,1.7141455994573083
-1.9778890270998382,0.31356904918901507,-1.459718423914549,-2.2215277419234036,2.268578279632375
-0.6472818571988653,-1.5140638034648857,3.342179498400074,2.945387508814828,0.3391468825836159
-0.7293465632277538,-2.6860620060392146,2.6790389173891733,2.4199441716736096,2.2601695893905998
-1.3969117008321912,-0.3969085597490476,1.0355373535263062,2.2156540886920024,1.4147602088366238
-0.16909081664745318,-1.52560311614877,-1.914800096859933,0.4134465924945585,1.3808127418733533
-1.468399853176941,3.8844992988625364,-2.8077847040838337,-0.9334979353166468,1.1691793190810122
-2.9002702534703246,-0.4573265163294953,1.124512253846334,0.3909426829676752,1.908733031731764
2.335209789531999,-2.5805637033816,-2.306765345350111,-3.19951811152416,0.29675535478988024
-1.434270710930998,-1.0703362701611376,-2.2050943944111645,2.1726132500987827,1.9310697212819163
0.44253119957279474,-5.274311655376094,3.805898215591051,2.4839335538597194,1.699418496142935
-0.6530513326028171,-1.472774982203651,0.7364471973278571,2.5006476488248794,1.0158244642123138
-0.5553103522513962,2.728004241130554,-0.8000724329979221,-1.8089311288621521,4.042539014084447
-2.493285359304175,0.9105890461102563,-1.3120236962250564,-1.6616892512921975,0.22239173015394753
-1.8804232353594157,0.6205143876906893,-2.08189643620244,3.961333175785138,2.2042812728717505
-0.12725633529650215,-4.591103366957155,2.1149621162828764,1.5735835891560412,2.1993365697691725
-2.2795604327514107,-1.8485623198618,3.2586987611658165,1.2465495816134122,1.079079510766334
1.112480564498488,1.0703551795994732,-3.6088527290573635,0.57137006310169,1.9534072895688626
